id,category,question,gold,full_pred,semantic_pred
201,Multi-hop Queries,What weaknesses (CWEs) are associated with real-world examples observed in 'CVE-2024-0001'?,"MATCH (c:UcoCVE {label: 'CVE-2024-0001'})<-[:UCOEXEXAMPLEOBSERVEDIN]-(o:UcoexObservedExample)<-[:UCOHASOBSERVEDEXAMPLE]-(w:UcoCWE) RETURN w.ucocweID, w.ucocweName",MATCH (cve:UcoCVE)-[:UCOEXEXAMPLEOBSERVEDIN]->(observed_example:UcoexObservedExample)-[:UCOHASOBSERVEDEXAMPLE]->(cwe:UcoCWE) WHERE cve.label = 'CVE-2024-0001' RETURN cwe,MATCH (:UcoCVE {label: 'CVE-2024-0001'})<-[:UCOEXEXAMPLEOBSERVEDIN]-(:UcoexObservedExample)<-[:UCOHASOBSERVEDEXAMPLE]-(w:UcoCWE) RETURN DISTINCT w.ucocweID
202,Multi-hop Queries,Which threat groups use techniques that are also employed by the 'Cobalt Strike' software?,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'})-[:UCOEXSOFTWAREUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g:UcoexGROUPS) RETURN DISTINCT g.ucoexNAME,MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique:UcoexMITREATTACK)<-[:UCOEXSOFTWAREUSESTECHNIQUE]-(software:UcoexSOFTWARE) WHERE software.ucoexNAME = 'Cobalt Strike' RETURN group LIMIT 10,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXSOFTWAREUSESTECHNIQUE]-(s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'}) RETURN DISTINCT g.ucoexNAME
203,Multi-hop Queries,What exploit targets are vulnerable to weaknesses related to the 'SQL Injection' (CAPEC-66) attack pattern?,MATCH (ca:UcoexCAPEC {ucoexCAPEC_id: '66'})-[:UCOEXHASRELATEDWEAKNESS]->(cw:UcoCWE)<-[:UCOHASWEAKNESS]-(et:UcoExploitTarget) RETURN et.uri,"MATCH (exploitTarget:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(vulnerability:UcoVulnerability)<-[:UCOHASCVE_ID]-(cve:UcoCVE)-[:UCOEXHASCPE]->(cpe:UcoexCPE), (capec:UcoexCAPEC { label: '66' })-[:UCOEXHASRELATEDWEAKNESS]->(cwe:UcoCWE)<-[:UCOHASWEAKNESS]-(exploitTarget) WHERE capec.ucoexCAPEC_name = 'SQL Injection' RETURN DISTINCT exploitTarget","MATCH (ap:UcoexCAPEC {ucoexCAPEC_name: ""CAPEC-66""})-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE)-[:UCOHASWEAKNESS]<-(et:UcoExploitTarget) RETURN DISTINCT et.uri"
204,Multi-hop Queries,Find campaigns that use the same software as the 'Lazarus Group'.,MATCH (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS) RETURN DISTINCT c.ucoexNAME,"MATCH (g1:UcoexGROUPS { ucoexNAME: ""Lazarus Group"" })-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS) RETURN c",MATCH (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS) RETURN DISTINCT c.ucoexNAME
205,Multi-hop Queries,List all products (CPEs) affected by vulnerabilities published after '2024-01-01'.,"MATCH (v:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE)-[:UCOEXHASCPE]->(p:UcoexCPE) WHERE v.ucopublishedDateTime > '2024-01-01T00:00:00' RETURN p.cpeName, c.label",MATCH (cve:UcoCVE)-[:UCOEXHASCPE]->(cpe:UcoexCPE) WHERE cve.ucopublishedDateTime > '2024-01-01' RETURN DISTINCT cpe LIMIT 10,MATCH (v:UcoVulnerability {ucopublicationTimestamp: $gtDate})<-[:UCOHASCVE_ID]-(cv:UcoCVE)-[:UCOEXHASCPE]->(p:UcoexCPE) RETURN DISTINCT p.uri LIMIT 1000
206,Multi-hop Queries,What techniques are used in campaigns attributed to 'APT29'?,"MATCH (g:UcoexGROUPS {ucoexNAME: 'APT29'})<-[:UCOEXATTRIBUTEDTO]-(c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN c.ucoexNAME, t.ucoexNAME",MATCH (campaign:UcoexCAMPAIGNS)-[:UCOEXATTRIBUTEDTO]->(group:UcoexGROUPS {ucoexNAME:'APT29'})-[:UCOEXGROUPUSESTECHNIQUE]->(technique:UcoexMITREATTACK) RETURN technique,MATCH (g:UcoexGROUPS {ucoexNAME: 'APT29'})<-[:UCOEXATTRIBUTEDTO]-(c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN DISTINCT t.ucoexNAME LIMIT 100
207,Multi-hop Queries,"For CWE-79 (Cross-site Scripting), find all related CAPEC attack patterns and their corresponding MITRE ATT&CK techniques.","MATCH (w:UcoCWE {ucocweID: 'CWE-79'})<-[:UCOEXHASRELATEDWEAKNESS]-(ca:UcoexCAPEC)-[:UCOEXHASTAXONOMYMAPPING]->(t:UcoexMITREATTACK) RETURN ca.ucoexCAPEC_name, t.ucoexNAME","MATCH (cwe:UcoCWE { ucocweID: 'CWE-79' })-[:UCOHASOBSERVEDEXAMPLE|UCOEXHASRELATEDWEAKNESS*1..2]->(capec:UcoexCAPEC)-[:UCOEXHASTAXONOMYMAPPING]->(technique:UcoexMITREATTACK) RETURN capec, technique","MATCH (c:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE {ucocweID: ""CWE-79""})-[:UCOEXHASTAXONOMYMAPPING]->(t:UcoexMITREATTACK) RETURN c.ucoexCAPEC_name, t.ucoexNAME"
208,Aggregation and Counting,How many different software tools are used in each campaign?,"MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN c.ucoexNAME, count(s) AS softwareCount","MATCH (campaign:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(software:UcoexSOFTWARE) WITH campaign.ucoexNAME AS campaign, COUNT(DISTINCT software.ucoexNAME) AS cnt RETURN campaign, cnt ORDER BY cnt DESC","MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) 
RETURN c.ucoexNAME AS Campaign, count(DISTINCT s) AS SoftwareCount
ORDER BY SoftwareCount DESC"
209,Aggregation and Counting,What is the average exploitability score for 'HIGH' severity CVEs?,MATCH (c:UcoCVE {ucobaseSeverity: 'HIGH'}) RETURN avg(toFloat(c.ucoexploitabilityScore)) AS avgExploitability,MATCH (cve:UcoCVE) WHERE cve.ucobaseSeverity = 'HIGH' RETURN avg(cve.ucoexploitabilityScore) AS avg_exploitability_score,"MATCH (cv:UcoCVE {ucobaseSeverity: 'HIGH'})
RETURN avg(toFloat(cv.ucoexploitabilityScore)) AS averageExploitabilityScore"
210,Aggregation and Counting,"Give me a breakdown of all CVEs by their vulnerability status (e.g., 'Analyzed', 'Modified').","MATCH (c:UcoCVE) RETURN c.ucovulnStatus, count(c) AS statusCount","MATCH (cve:UcoCVE)
WITH cve.ucovulnStatus AS vulnStatus, COUNT(cve) AS count
RETURN vulnStatus, count","MATCH (cv:UcoCVE) RETURN DISTINCT cv.ucovulnStatus AS VulnerabilityStatus, COUNT(cv.label) AS NumCVEs ORDER BY VulnerabilityStatus ASC"
211,Aggregation and Counting,Which CPE (product) has the most 'HIGH' severity CVEs?,"MATCH (c:UcoCVE {ucobaseSeverity: 'HIGH'})-[:UCOEXHASCPE]->(p:UcoexCPE) RETURN p.cpeName, count(c) AS highSeverityCount ORDER BY highSeverityCount DESC LIMIT 1","MATCH (cpe:UcoexCPE)<-[:UCOEXHASCPE]-(cve:UcoCVE) WHERE cve.ucobaseSeverity = 'HIGH' WITH cpe, COUNT(cve) as count ORDER BY count DESC LIMIT 1 RETURN cpe","MATCH (p:UcoexCPE)-[:UCOEXHASCPE]->(cv:UcoCVE {ucobaseSeverity: 'HIGH'})
RETURN p.uri, count(cv) AS highSeverityCVECount"
212,Aggregation and Counting,List all campaigns and the number of ATT&CK techniques they employ.,"MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN c.ucoexNAME, count(t) AS techniqueCount","MATCH (campaign:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(technique:UcoexMITREATTACK) RETURN campaign.ucoexNAME AS Campaign, COUNT(DISTINCT technique.ucoexNAME) AS TechniquesEmployed ORDER BY TechniquesEmployed DESC","MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK)
RETURN c.ucoexNAME AS Campaign, count(DISTINCT t) AS Techniques_Employed"
213,Aggregation and Counting,List all unique software names used by 'APT28'.,MATCH (g:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN collect(DISTINCT s.ucoexNAME) AS softwareTools,MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(software:UcoexSOFTWARE) WHERE group.ucoexNAME = 'APT28' RETURN DISTINCT software.ucoexNAME,MATCH (g:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN DISTINCT s.ucoexNAME LIMIT 100
214,Aggregation and Counting,How many observed examples are there for 'Pillar' abstraction CWEs?,MATCH (w:UcoCWE {ucoabstraction: 'Pillar'})-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample) RETURN count(o) AS exampleCount,"MATCH (cwe:UcoCWE {ucoabstraction: 'Pillar'})-[:UCOHASOBSERVEDEXAMPLE]->(observedExample) RETURN count(observedExample) AS count, cwe.ucoabstraction AS prop",MATCH (w:UcoCWE {ucoabstraction: 'Pillar'})-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample) RETURN count(o) AS exampleCount
215,Aggregation and Counting,What is the maximum impact score for a CVE that requires user interaction?,MATCH (c:UcoCVE {ucouserInteractionRequired: 'true'}) RETURN max(toFloat(c.ucoimpactScore)) AS maxImpactScore,MATCH (cve:UcoCVE) WHERE cve.ucouserInteractionRequired = true RETURN MAX(cve.ucoimpactScore) AS maxImpactScore,MATCH (c:UcoCVE) WHERE c.ucouserInteractionRequired = 'true' RETURN max(toFloat(c.ucoimpactScore)) AS maxImpactScore
216,Aggregation and Counting,How many CAPEC attack patterns exist for each 'likelihood of attack' category?,"MATCH (ca:UcoexCAPEC) RETURN ca.ucoexLikelihood, count(ca) AS patternCount","MATCH (capec:UcoexCAPEC) RETURN capec.ucoexLikelihood AS likelihood, count(capec) AS count ORDER BY count DESC","MATCH (ca:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE)
RETURN ca.ucoLikelihoodOfAttack, count(ca) AS patternCount"
217,Aggregation and Counting,Count the number of related CWEs for all CAPEC patterns with 'Low' severity.,MATCH (ca:UcoexCAPEC {ucoexSeverity: 'Low'})-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE) RETURN count(w) AS totalRelatedWeaknesses,"MATCH (capec:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(cwe:UcoCWE) WHERE capec.ucoexSeverity = 'Low' WITH capec, COUNT(cwe) AS cnt RETURN DISTINCT capec.ucoexNAME, cnt ORDER BY cnt DESC","MATCH (ca:UcoexCAPEC {ucoexSeverity: 'Low'})-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE) RETURN ca.ucoexCAPEC_name, count(DISTINCT w) AS relatedCWECount"
218,Conditional and Boolean Queries,Find 'CRITICAL' CVEs that allow full privilege escalation AND do NOT require user interaction.,"MATCH (c:UcoCVE {ucobaseSeverity: 'CRITICAL', ucoobtainAllPrivilege: 'true', ucouserInteractionRequired: 'false'}) RETURN c.label",MATCH (cve:UcoCVE) WHERE cve.ucobaseSeverity = 'CRITICAL' AND cve.ucoobtainAllPrivilege = 'true' AND NOT cve.ucouserInteractionRequired RETURN cve LIMIT 10,"MATCH (c:UcoCVE) WHERE c.ucobaseSeverity = 'CRITICAL' AND c.ucoexploitabilityScore IS NOT NULL AND toFloat(c.ucoexploitabilityScore) > 9 AND c.ucouserInteractionRequired = 'false' RETURN DISTINCT c.label, c.ucoexploitabilityScore"
219,Conditional and Boolean Queries,Which threat groups use either 'Phishing' OR 'Drive-by Compromise' techniques?,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WHERE t.ucoexNAME = 'Phishing' OR t.ucoexNAME = 'Drive-by Compromise' RETURN DISTINCT g.ucoexNAME,"MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique:UcoexMITREATTACK) WHERE technique.ucoexNAME = ""Phishing"" OR technique.ucoexNAME = ""Drive-by Compromise"" RETURN group LIMIT 10","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t1:UcoexMITREATTACK {ucoexNAME: 'Phishing'})
RETURN DISTINCT g.ucoexNAME"
220,Conditional and Boolean Queries,Find all 'Base' abstraction CWEs whose description contains 'buffer' AND have a 'Stable' status.,"MATCH (w:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Stable'}) WHERE w.ucodescription CONTAINS 'buffer' RETURN w.ucocweID, w.ucocweName",MATCH (cwe:UcoCWE) WHERE cwe.ucoabstraction = 'Base' AND cwe.ucodescription CONTAINS 'buffer' AND cwe.ucostatus = 'Stable' RETURN cwe LIMIT 10,"MATCH (w:UcoCWE {ucoabstraction: 'Base'})-[:has]->(d:description) WHERE CONTAINS(d.description, 'buffer') AND w-[:UCOHASSTATUS]->(:Status {name: 'Stable'}) RETURN DISTINCT w.cweId AS cweId, w.cweName AS cweName"
221,Conditional and Boolean Queries,What software is used by 'Lazarus Group' AND was also used in the 'WannaCry' campaign?,MATCH (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'}) RETURN s.ucoexNAME,"MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(software:UcoexSOFTWARE)
MATCH (campaign:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(software)",MATCH (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'}) RETURN s.ucoexNAME
222,Conditional and Boolean Queries,Show me all CVEs with an impact score above 9.0 but an exploitability score below 3.0.,"MATCH (c:UcoCVE) WHERE toFloat(c.ucoimpactScore) > 9.0 AND toFloat(c.ucoexploitabilityScore) < 3.0 RETURN c.label, c.ucoimpactScore, c.ucoexploitabilityScore",MATCH (cve:UcoCVE) WHERE cve.ucoimpactScore > 9.0 AND cve.ucoexploitabilityScore < 3.0 RETURN cve LIMIT 10,"MATCH (cv:UcoCVE)
RETURN DISTINCT cv.label, cv.ucoimpactScore, cv.ucoexploitabilityScore"
223,Conditional and Boolean Queries,List vulnerabilities published in 2023.,"MATCH (v:UcoVulnerability) WHERE v.ucopublishedDateTime >= '2023-01-01T00:00:00' AND v.ucopublishedDateTime < '2024-01-01T00:00:00' RETURN v.uri, v.ucopublishedDateTime","MATCH (vuln:UcoVulnerability) WHERE vuln.ucopublishedDateTime STARTS WITH ""2023"" RETURN DISTINCT vuln LIMIT 10","MATCH (v:UcoVulnerability) WHERE date(v.ucoPublishedDate).year = 2023 RETURN v.ucosummary, v.ucoId LIMIT 100"
224,Conditional and Boolean Queries,Find CAPEC patterns that require 'High' skill level AND have 'High' severity.,MATCH (ca:UcoexCAPEC {ucoexSeverity: 'High'}) WHERE ANY(skill IN ca.ucoexSkills_Required WHERE skill CONTAINS 'Level:High') RETURN ca.ucoexCAPEC_name,MATCH (capec:UcoexCAPEC) WHERE capec.ucoexSkills_Required CONTAINS 'High' AND capec.ucoexSeverity = 'High' RETURN capec LIMIT 10,MATCH (ca:UcoexCAPEC) WHERE ca.ucoexSkillLevel = 'High' AND ca.ucoexSeverity = 'High' RETURN DISTINCT ca.ucoexCAPEC_name
225,Conditional and Boolean Queries,What ATT&CK techniques are used by 'APT28' but NOT by 'APT29'?,MATCH (g1:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WHERE NOT EXISTS { (g2:UcoexGROUPS {ucoexNAME: 'APT29'})-[:UCOEXGROUPUSESTECHNIQUE]->(t) } RETURN t.ucoexNAME,"MATCH (group1:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique:UcoexMITREATTACK) WHERE group1.ucoexNAME = 'APT28'
WITH technique
MATCH (group2:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique)
RETURN DISTINCT technique.ucoexNAME","MATCH (g1:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)
RETURN DISTINCT t.ucoexNAME"
226,Conditional and Boolean Queries,Find all CPEs that are related to 'windows' or 'linux' products.,"MATCH (p:UcoexCPE) WHERE p.titles CONTAINS 'windows' OR p.titles CONTAINS 'linux' RETURN p.cpeName, p.titles",MATCH (cpe:UcoexCPE) WHERE cpe.cpeName CONTAINS 'microsoft:windows' OR cpe.cpeName CONTAINS 'linux' RETURN cpe LIMIT 10,MATCH (p:UcoexCPE) WHERE p.titles CONTAINS 'windows' OR p.titles CONTAINS 'linux' RETURN DISTINCT p.uri
227,Conditional and Boolean Queries,Find techniques used by 'Sandworm Team' for which mitigations exist.,MATCH (g:UcoexGROUPS {ucoexNAME: 'Sandworm Team'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) RETURN DISTINCT t.ucoexNAME,"MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique:UcoexMITREATTACK)-[:UCOEXHASMITIGATIONS]->(mitigation:UcoexMITIGATIONS) WHERE group.ucoexNAME = 'Sandworm Team' RETURN technique, mitigation",MATCH (g:UcoexGROUPS {ucoexNAME: 'Sandworm Team'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) RETURN DISTINCT t.ucoexNAME
228,Conditional and Boolean Queries,Find weaknesses (CWEs) that mention 'SQL injection' in either their summary or description.,"MATCH (w:UcoCWE) WHERE w.ucocweSummary CONTAINS 'SQL injection' OR w.ucodescription CONTAINS 'SQL injection' RETURN w.ucocweID, w.ucocweName",MATCH (cwe:UcoCWE) WHERE cwe.ucocweSummary CONTAINS 'SQL injection' OR cwe.ucodescription CONTAINS 'SQL injection' RETURN cwe,"MATCH (w:UcoCWE) WHERE w.summary CONTAINS ""SQL injection"" OR w.description CONTAINS ""SQL injection"" RETURN DISTINCT w.ucocweID"
229,Conditional and Boolean Queries,List all campaigns that are NOT attributed to any known threat group.,MATCH (c:UcoexCAMPAIGNS) WHERE NOT (c)-[:UCOEXATTRIBUTEDTO]->(:UcoexGROUPS) RETURN c.ucoexNAME,MATCH (campaigns:UcoexCAMPAIGNS) WHERE NOT EXISTS((campaigns)-[:UCOEXATTRIBUTEDTO]->()) RETURN campaigns LIMIT 10,"MATCH (c:UcoexCAMPAIGNS)
RETURN DISTINCT c.ucoexNAME AS unattributedCampaigns LIMIT 100"
230,Conditional and Boolean Queries,Are there any 'High' severity CAPEC patterns that have a 'Low' likelihood of attack?,"MATCH (ca:UcoexCAPEC {ucoexSeverity: 'High', ucoexLikelihood: 'Low'}) RETURN ca.ucoexCAPEC_name",MATCH (capec:UcoexCAPEC) WHERE capec.ucoexSeverity = 'High' AND capec.ucoexLikelihood = 'Low' RETURN capec,"MATCH (ca:UcoexCAPEC {ucoexSeverity: 'High', ucoexploitabilityScore: 'Low'}) RETURN ca.ucoexCAPEC_name"
231,Conditional and Boolean Queries,Show 'MEDIUM' severity CVEs with an impact score over 7.0 that DO require user interaction.,"MATCH (c:UcoCVE {ucobaseSeverity: 'MEDIUM', ucouserInteractionRequired: 'true'}) WHERE toFloat(c.ucoimpactScore) > 7.0 RETURN c.label",MATCH (cve:UcoCVE) WHERE cve.ucobaseSeverity = 'MEDIUM' AND cve.ucoimpactScore > 7.0 AND cve.ucouserInteractionRequired = true RETURN cve LIMIT 10,"MATCH (cv:UcoCVE) WHERE cv.ucobaseSeverity = 'MEDIUM' AND toFloat(cv.ucoimpactScore) > 7.0 AND cv.ucouserInteractionRequired = 'true' RETURN DISTINCT cv.label, cv.ucoimpactScore LIMIT 100"
232,Path Queries (Variable-length),Show the relationship path (up to 3 hops) between 'Phishing' and 'Data Exfiltration' techniques.,MATCH p = (t1:UcoexMITREATTACK {ucoexNAME: 'Phishing'})-[*..3]-(t2:UcoexMITREATTACK {ucoexNAME: 'Data Exfiltration'}) RETURN p,"MATCH p = shortestPath((t1:UcoexMITREATTACK {ucoexNAME: ""Phishing""})-[*..3]-(t2:UcoexMITREATTACK {ucoexNAME: ""Data Exfiltration""})) RETURN p","MATCH p = shortestPath((t1:UcoexMITREATTACK {ucoexNAME: ""Phishing""})-[:*..3]-(t2:UcoexMITREATTACK {ucoexNAME: ""Data Exfiltration""})) RETURN p LIMIT 20"
233,Path Queries (Variable-length),What is the shortest path (up to 4 hops) connecting 'APT28' to 'CVE-2021-44228'?,MATCH p = allShortestPaths((g:UcoexGROUPS {ucoexNAME: 'APT28'})-[*..4]-(c:UcoCVE {label: 'CVE-2021-44228'})) RETURN p,MATCH p=shortestPath((g:UcoexGROUPS {ucoexNAME: 'APT28'})-[*..4]-(cve:UcoCVE {label: 'CVE-2021-44228'})) RETURN p,MATCH p = shortestPath((g:UcoexGROUPS {ucoexNAME: 'APT28'})-[*..4]-(cve:UcoCVE {cveId: 'CVE-2021-44228'})) RETURN p LIMIT 20
234,Path Queries (Variable-length),Find all paths (up to 5 hops) from the 'Lazarus Group' to any 'CRITICAL' severity CVE.,MATCH p = (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[*..5]-(c:UcoCVE {ucobaseSeverity: 'CRITICAL'}) RETURN p LIMIT 10,"MATCH p=shortestPath((g:UcoexGROUPS {ucoexNAME:""Lazarus Group""})-[*..5]-(cve:UcoCVE)) WHERE cve.ucobaseSeverity = ""CRITICAL"" RETURN p LIMIT 10","MATCH p = shortestPath((g:UcoexGROUPS {name: ""Lazarus Group""})-[*..5]-(c:UcoCVE {ucobaseSeverity: ""CRITICAL""})) RETURN p LIMIT 20"
235,Path Queries (Variable-length),Show me how 'User Account Control' (a mitigation) is related (max 4 hops) to 'Cobalt Strike' (software).,MATCH p = (m:UcoexMITIGATIONS {ucoexNAME: 'User Account Control'})-[*..4]-(s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'}) RETURN p,"MATCH p=shortestPath((m:UcoexMITIGATIONS {ucoexNAME:'User Account Control'})-[*..4]-(s:UcoexSOFTWARE {ucoexNAME:'Cobalt Strike'})) RETURN nodes(p), relationships(p) LIMIT 100",MATCH p=shortestPath((m:UcoexMITIGATIONS {ucoexNAME: 'User Account Control'})-[*..4]-(s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'})) RETURN nodes(p) LIMIT 100
236,Path Queries (Variable-length),Find all weaknesses (CWEs) that are 1 to 3 hops away from CAPEC-100 ('SQL Injection').,MATCH p = (ca:UcoexCAPEC {ucoexCAPEC_id: '100'})-[*1..3]-(w:UcoCWE) RETURN p,MATCH p=(:UcoexCAPEC{ucoexCAPEC_id:'100'})-[*1..3]-(cwe:UcoCWE) RETURN DISTINCT cwe LIMIT 50,MATCH p = shortestPath((a:UcoexCAPEC {ucoexCAPEC_name: 'SQL Injection'})-[:UCOEXHASRELATEDWEAKNESS*..3]-(b:UcoCWE)) RETURN b LIMIT 20
237,Path Queries (Variable-length),How are 'APT28' and 'Lazarus Group' connected (up to 3 hops)? Do they share tools or techniques?,MATCH p = (g1:UcoexGROUPS {ucoexNAME: 'APT28'})-[*..3]-(g2:UcoexGROUPS {ucoexNAME: 'Lazarus Group'}) RETURN p,MATCH p=shortestPath((g1:UcoexGROUPS {ucoexNAME:'APT28'})-[*..3]-(g2:UcoexGROUPS {ucoexNAME:'Lazarus Group'})) RETURN p LIMIT 10,MATCH p = shortestPath((a:UcoexGROUPS {ucoexNAME: 'APT28'})-[*..3]-(b:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})) RETURN p LIMIT 20
238,Path Queries (Variable-length),Show the shortest path (up to 4 hops) from 'microsoft:windows_10' (CPE) to the 'Sandworm Team' group.,MATCH p = allShortestPaths((c:UcoexCPE {cpeName: 'microsoft:windows_10'})-[*..4]-(g:UcoexGROUPS {ucoexNAME: 'Sandworm Team'})) RETURN p,MATCH p=shortestPath((cpe:UcoexCPE { cpeName: 'microsoft:windows_10' })-[*..4]-(group:UcoexGROUPS { ucoexNAME: 'Sandworm Team' })) RETURN p,"MATCH p = shortestPath((cpe:UcoexCPE {ucoexNAME: ""microsoft:windows_10""})-[:UCOEXHASCPE*..4]-(g:UcoexGROUPS {ucoexNAME: 'Sandworm Team'})) RETURN p"
239,Path Queries (Variable-length),Find all CAPEC patterns that are 1 or 2 hops away from the 'Process Injection' technique.,MATCH p = (ca:UcoexCAPEC)-[*1..2]-(t:UcoexMITREATTACK {ucoexNAME: 'Process Injection'}) RETURN p,MATCH (capec:UcoexCAPEC)-[:UCOEXHASTAXONOMYMAPPING|UCOHASOBSERVEDEXAMPLE*1..2]-(technique:UcoexMITREATTACK) WHERE technique.ucoexNAME = 'Process Injection' RETURN capec,"MATCH p = (t:UcoexMITREATTACK {ucoexNAME: 'Process Injection'})-[*1..2]-(a:UcoexCAPEC) RETURN DISTINCT a.ucoexID, p LIMIT 20"
240,Path Queries (Variable-length),Show the path (up to 3 hops) connecting 'Mimikatz' and 'PowerShell'.,MATCH p = (s1:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'})-[*..3]-(s2:UcoexSOFTWARE {ucoexNAME: 'PowerShell'}) RETURN p,MATCH p=shortestPath((a:UcoexSOFTWARE {ucoexNAME:'Mimikatz'})-[*..3]-(b:UcoexSOFTWARE {ucoexNAME:'PowerShell'})) RETURN p LIMIT 10,"MATCH p = shortestPath((m:UcoexSOFTWARE {name: ""Mimikatz""})-[*..3]-(p:UcoexSOFTWARE {name: ""PowerShell""})) RETURN p LIMIT 1"
