Category,NaturalLanguageQuestion,CypherQuery,generated_question
Node Lookup Queries,Show me the attack methods used against businesses ('Enterprise').,MATCH (t:UcoexMITREATTACK {ucoexDOMAIN: 'Enterprise'}) RETURN t.ucoexNAME,What are all the attack techniques for 'Enterprise' systems?
Node Lookup Queries,What hacking methods target phones and tablets ('Mobile')?,MATCH (t:UcoexMITREATTACK {ucoexDOMAIN: 'Mobile'}) RETURN t.ucoexNAME,What are all the attack techniques for 'Mobile' devices?
Node Lookup Queries,How do hackers attack industrial control systems ('ICS')?,MATCH (t:UcoexMITREATTACK {ucoexDOMAIN: 'ICS'}) RETURN t.ucoexNAME,What are all the attack techniques for 'Industrial' systems?
Node Lookup Queries,What is 'powershell' and how is it used?,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'powershell'}) RETURN s,Tell me about the software 'powershell'.
Node Lookup Queries,What is 'netcat'?,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'netcat'}) RETURN s,Tell me about the software 'netcat'.
Node Lookup Queries,Can you explain what 'Cobalt Strike' software is?,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'}) RETURN s,What is 'Cobalt Strike'?
Node Lookup Queries,I need information on 'Metasploit'.,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Metasploit'}) RETURN s,What is 'Metasploit'?
Node Lookup Queries,What is the 'Empire' tool used for?,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Empire'}) RETURN s,Tell me about the 'Empire' software.
Node Lookup Queries,Can you tell me about 'PsExec'?,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'PsExec'}) RETURN s,What is 'PsExec'?
Node Lookup Queries,Who is the hacker group 'APT28'?,MATCH (g:UcoexGROUPS {ucoexNAME: 'APT28'}) RETURN g,Tell me about the threat group 'APT28'.
Node Lookup Queries,What do we know about the group 'APT29'?,MATCH (g:UcoexGROUPS {ucoexNAME: 'APT29'}) RETURN g,Tell me about the threat group 'APT29'.
Node Lookup Queries,Tell me about the 'Lazarus Group' hackers.,MATCH (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'}) RETURN g,Who is the 'Lazarus Group'?
Node Lookup Queries,What is the 'Sandworm' threat group known for?,MATCH (g:UcoexGROUPS {ucoexNAME: 'Sandworm'}) RETURN g,Tell me about the 'Sandworm' group.
Node Lookup Queries,Can you give me background on the 'FIN7' group?,MATCH (g:UcoexGROUPS {ucoexNAME: 'FIN7'}) RETURN g,Who is the threat group 'FIN7'?
Node Lookup Queries,What is the 'Cozy Bear' hacker group?,MATCH (g:UcoexGROUPS {ucoexNAME: 'Cozy Bear'}) RETURN g,Who is 'Cozy Bear'?
Node Lookup Queries,Can you tell me about the 'NotPetya' cyberattack?,MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'NotPetya'}) RETURN c,What was the 'NotPetya' attack campaign?
Node Lookup Queries,What happened during the 'WannaCry' cyberattack?,MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'}) RETURN c,Tell me about the 'WannaCry' campaign.
