question,category,gold_cypher,generated_cypher,kg_valid,pass_at_1,output_jaccard,jaro_winkler,token_jaccard,rouge_l,token_f1,bleu_4,jarou_factor,gold_error,gen_error
Find the weakness 'Reliance on Untrusted Inputs in a Security Decision'.,Node Lookup Queries,MATCH (c:UcoCWE {ucocweName: 'Reliance on Untrusted Inputs in a Security Decision'}) RETURN c,"MATCH (w:UcoCWE {cweId: ""CWE-79""} ) RETURN w",1,0,0.0,0.7642130987292277,0.17647058823529413,0.2727272727272727,0.3,0.0,0.44564679048550015,,
Pull the record for 'Insecure Default Initialization of Resource'.,Node Lookup Queries,MATCH (c:UcoCWE {ucocweName: 'Insecure Default Initialization of Resource'}) RETURN c,"MATCH (v:UcoVulnerability {ucoCVE_id: ""CVE-2021-44228""}) RETURN v",1,1,1.0,0.7396976051208477,0.125,0.19999999999999998,0.22222222222222224,0.0,0.38730660911435666,,
Find information on 'Missing Encryption of Sensitive Data'.,Node Lookup Queries,MATCH (c:UcoCWE {ucocweName: 'Missing Encryption of Sensitive Data'}) RETURN c,"Here is the Cypher query to answer the question:


MATCH (v:UcoVulnerability {baseSeverity: ""High"", cveId: ""CVE-2021-44228""})-[:UCOHASVULNERABILITY]->(et:UcoExploitTarget) 
WHERE NOT (et)-[:UCOHASWEAKNESS]->(:UcoCWE)
RETURN et.uri


This query finds the information on 'Missing Encryption of Sensitive Data' by matching the vulnerability with a high severity and cveId ""CVE-2021-44228"" to its exploit targets, and then filtering out those that have an associated weakness (CWE).",0,0,0.0,0.5502756538321392,0.14035087719298245,0.17721518987341772,0.24615384615384614,0.0559841456840758,0.3245482299531343,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query to answer the question:""
 ^}"
Find any CWE summaries that mention 'authentication'.,Node Lookup Queries,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'authentication' RETURN c,"Here is the Cypher query for the given question:


MATCH (c:UcoCWE)-[:UCOEXSUMMARYCONTAINS]->(text:UcoText) WHERE text.text CONTAINS 'authentication' RETURN c.ucodescription AS summary",0,0,0.0,0.5926522521221746,0.3181818181818182,0.45714285714285713,0.48275862068965514,0.14100024578768863,0.510851243318229,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query for the given question:""
 ^}"
Search CWE descriptions for 'buffer' related weaknesses.,Node Lookup Queries,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'buffer' RETURN c,"Here is the Cypher query that answers your question:

MATCH (cwe:UcoCWE)-[:UCOHASDESCRIPTION]->(desc) WHERE desc CONTAINS 'buffer' RETURN cwe.ucocweID, desc",0,0,0.0,0.6078215955265135,0.2857142857142857,0.37499999999999994,0.44444444444444436,0.0,0.47575534665698593,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query that answers your question:""
 ^}"
List all CWEs with 'injection' in their description.,Node Lookup Queries,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'injection' RETURN c,"MATCH (w:UcoCWE)
WHERE w.ucodescription CONTAINS 'injection'
RETURN DISTINCT w.ucodescription AS cweDescription",1,0,0.0,0.8431649040344692,0.5833333333333334,0.5833333333333334,0.7368421052631579,0.21972813874997157,0.7211134475436535,,
Show weaknesses involving 'credentials' in their description.,Node Lookup Queries,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'credentials' RETURN c,MATCH (w:UcoCWE)<-[:UCOEXDESCRIPTIONCONTAINS]-(cwe_description:String) WHERE cwe_description CONTAINS 'credentials' RETURN DISTINCT w.ucocweID,1,0,0.0,0.8089406001224739,0.42857142857142855,0.5,0.6,0.0,0.636313533374158,,
Find all 'Base' abstraction CWEs that are 'Stable'.,Node Lookup Queries,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Stable'}) RETURN c","Here is the Cypher query:

MATCH (w:UcoCWE {ucoabstraction: 'Base'}) WHERE w.ucostability = 'Stable' RETURN w.ucodescription AS cweDescription",0,0,0.0,0.6667672702883971,0.3157894736842105,0.42857142857142855,0.48,0.0,0.5251128996199419,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
List all 'Base' weaknesses that are in 'Draft' status.,Node Lookup Queries,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Draft'}) RETURN c","MATCH (w:UcoCWE {baseSeverity: ""Base""})-[:UCO CWESTATUS]->(status:UcoCWESTATUS) WHERE status.label = ""Draft"" RETURN w.ucocweID",0,0,0.0,0.7819157088122606,0.29411764705882354,0.39999999999999997,0.45454545454545453,0.0,0.5454870544525717,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'CWESTATUS': expected
  ""*""
  ""WHERE""
  ""]""
  ""{""
  a parameter (line 1, column 47 (offset: 46))
""MATCH (w:UcoCWE {baseSeverity: ""Base""})-[:UCO CWESTATUS]->(status:UcoCWESTATUS) WHERE status.label = ""Draft"" RETURN w.ucocweID""
                                               ^}"
Search CWE descriptions for 'SQL' related weaknesses.,Node Lookup Queries,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'SQL' RETURN c,"MATCH (cwe:UcoCWE)-[:UCOHASWEAKNESS]-(:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(v:UcoVulnerability) WHERE cwe.ucocwedescription CONTAINS 'SQL' RETURN v.label, cwe.ucocweID",1,0,0.0,0.7636415350866218,0.35294117647058826,0.42857142857142855,0.5217391304347827,0.0,0.571317364697611,,
Are there any weaknesses related to 'cross-site scripting' in the descriptions?,Node Lookup Queries,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'cross-site scripting' RETURN c,"MATCH (w:UcoCWE)-[:UCOEXHASDESCRIPTION]->(desc:text)
WHERE desc CONTAINS 'cross-site scripting'
RETURN DISTINCT w.ucocweID AS CWE_ID, w.cweName AS CWE_Name",1,1,1.0,0.7979032258064517,0.4,0.4705882352941177,0.5714285714285714,0.18185234853618293,0.6133066775097137,,
List all CWEs that talk about 'memory leak'.,Node Lookup Queries,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'memory leak' RETURN c,MATCH (cwe:UcoCWE) WHERE cwe.ucodescription CONTAINS 'memory leak' RETURN DISTINCT cwe.ucocweID AS cweId,1,1,1.0,0.8661159263271939,0.5714285714285714,0.6153846153846153,0.7272727272727274,0.29256127307315066,0.7362577563281789,,
Show weaknesses involving 'deserialization'.,Node Lookup Queries,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'deserialization' RETURN c,"MATCH (w:UcoCWE {cweId: ""CWE-79""}), (w)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample)<-[:UCOEXEXAMPLEOBSERVEDIN]-(c:UcoCVE) WHERE o.ucocweID = w.cweId AND c.baseSeverity = 'High' RETURN DISTINCT c.label",1,1,1.0,0.7143522178304786,0.21739130434782608,0.33333333333333337,0.35714285714285715,0.0,0.468276136102223,,
Show all 'Standard' abstraction CAPEC patterns.,Node Lookup Queries,MATCH (c:UcoexCAPEC {ucoexAbstraction: 'Standard'}) RETURN c,"MATCH (ca:UcoexCAPEC)-[:UCOEXHASTAXONOMYMAPPING]->(t:UcoexMITREATTACK)<-[:UCOEXABSTRACTION]->(abst:UcoCWE {ucoabstraction: 'Standard'})
RETURN ca.ucoexCAPEC_name AS capec, t.ucoexDESCRIPTION AS technique",0,0,0.0,0.7700489827725363,0.2777777777777778,0.37037037037037035,0.4347826086956522,0.0,0.525067320612853,,
Pull the record for CAPEC-519.,Node Lookup Queries,MATCH (c:UcoexCAPEC {ucoexCAPEC_id: '519'}) RETURN c,"Here is the Cypher query:

MATCH (ca:UcoexCAPEC {ucoexCAPEC_name: 'CAPEC-519'}) RETURN ca",0,0,0.0,0.6944049011134271,0.2857142857142857,0.4,0.4444444444444444,0.0,0.5129497818526239,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Find CAPEC patterns whose description mentions 'credentials'.,Node Lookup Queries,MATCH (c:UcoexCAPEC) WHERE c.ucoexDescription CONTAINS 'credentials' RETURN c,"Here is the Cypher query:

MATCH (ca:UcoexCAPEC)-[:UCOEXHASDESCRIPTION]->(d) WHERE d.CONTAINS('credentials') RETURN DISTINCT ca.ucoexCAPEC_name",0,0,0.0,0.6376290376290376,0.3333333333333333,0.42857142857142855,0.5,0.0,0.522066822066822,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
List CAPEC patterns requiring 'Low' attacker skill.,Node Lookup Queries,MATCH (c:UcoexCAPEC) WHERE ANY(s IN c.ucoexSkills_Required WHERE s CONTAINS 'Level:Low') RETURN c,"MATCH (ca:UcoexCAPEC {ucoexATTACKERSKILL: 'Low'})-[:UCOEXHASTAXONOMYMAPPING]->(t:UcoexMITREATTACK) RETURN ca.ucoexCAPEC_name, t.ucoexNAME",0,0,0.0,0.7827297639651842,0.21052631578947367,0.27586206896551724,0.34782608695652173,0.0,0.46880597329574103,,
Get the name and description for CWE-125.,Node Lookup Queries,"MATCH (c:UcoCWE {ucocweID: 'CWE-125'}) RETURN c.ucocweName, c.ucodescription","MATCH (c:UcoCWE {ucocweID: 'CWE-125'}) 
RETURN c.ucocweName, c.ucodescription",1,1,1.0,0.9974025974025974,1.0,1.0,1.0,1.0,0.9991341991341991,,
Find 'Base' level CWEs that are 'Deprecated'.,Node Lookup Queries,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Deprecated'}) RETURN c","MATCH (cwe:UcoCWE {ucoabstraction: 'Base'})-[:UCOHASWEAKNESS]->(w:UcoCWE)<-[:UCOISDEPRECATED]-() RETURN cwe.ucodescription, w.ucoId, COUNT(*) AS deprecatedCount",1,0,0.0,0.7758495024875621,0.29411764705882354,0.3846153846153846,0.45454545454545453,0.0,0.5383367805494671,,
Find 'Class' level CWEs that are 'Incomplete'.,Node Lookup Queries,"MATCH (c:UcoCWE {ucoabstraction: 'Class', ucostatus: 'Incomplete'}) RETURN c","Here is the Cypher query that answers the question:

MATCH (c:UcoCWE {ucocweLevel: ""Class"", ucoabstraction: ""Incomplete""})
RETURN c.ucodescription, c.ucoabstraction",0,0,0.0,0.633427233395141,0.3888888888888889,0.4666666666666666,0.56,0.0,0.5533646333539358,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query that answers the question:""
 ^}"
Find 'Variant' level CWEs that are 'Deprecated'.,Node Lookup Queries,"MATCH (c:UcoCWE {ucoabstraction: 'Variant', ucostatus: 'Deprecated'}) RETURN c","MATCH (cwe:UcoCWE {ucocweName: 'Variant'}) WHERE cwe.ucostatus = 'Deprecated' RETURN cwe.ucodescription, cwe.ucoabstraction",0,0,0.0,0.8222309551577844,0.5833333333333334,0.5217391304347826,0.7368421052631579,0.0,0.693604063618575,,
Find 'Compound' level CWEs that are 'Incomplete'.,Node Lookup Queries,"MATCH (c:UcoCWE {ucoabstraction: 'Compound', ucostatus: 'Incomplete'}) RETURN c","MATCH (c:UcoCWE {ucocweName: 'CWE-79'})-[:UCOHASWEAKNESS]->(w:UcoCWE) WHERE w.ucotype = ""Compound"" AND w.ucoincomplete = true RETURN c.ucodescription AS CWEDescription",0,0,0.0,0.7900699177019953,0.23809523809523808,0.3870967741935484,0.3846153846153846,0.0,0.5205940255036428,,
Find CWE summaries that mention 'overflow'.,Node Lookup Queries,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'overflow' RETURN c,"Here is the Cypher query for the given question:


MATCH (cwe:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample)<-[:UCOEXEXAMPLECONTAINS]-(text)
WHERE text CONTAINS 'overflow'
RETURN DISTINCT cwe.ucodescription AS CWEsummary",0,0,0.0,0.5438412143757919,0.23076923076923078,0.32432432432432434,0.375,0.0,0.4143885129000388,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query for the given question:""
 ^}"
Get details for the 'Lateral Movement' TTP.,Node Lookup Queries,MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Lateral Movement'}) RETURN t,"Here is the Cypher query:

MATCH (t:UcoexMITREATTACK {ucoexNAME: ""Lateral Movement""})-[:has]->(techniqueName) 
RETURN techniqueName, t.techniqueId",0,0,0.0,0.6435797828560045,0.4666666666666667,0.6399999999999999,0.6363636363636364,0.30277029197532096,0.6399811397398802,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
List all ATT&CK TTPs for the 'Mobile'.,Node Lookup Queries,MATCH (t:UcoexMITREATTACK {ucoexDOMAIN: 'Mobile'}) RETURN t.ucoexNAME,MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'Mobile'})-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN DISTINCT t.ucoexNAME AS technique_name LIMIT 1000;,0,1,1.0,0.8102006688963211,0.4,0.5,0.5714285714285714,0.0,0.6272097467749642,,
Find the software record for 'Cobalt Strike'.,Node Lookup Queries,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'}) RETURN s,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'}) RETURN s,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Pull the intel on the 'Lazarus Group' threat group.,Node Lookup Queries,MATCH (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'}) RETURN g,"MATCH (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'}) 
RETURN g.ucoexNAME",1,0,0.0,0.9685714285714286,1.0,0.9411764705882353,1.0,0.8633400213704505,0.9699159663865546,,
Get details for the 'WannaCry' campaign.,Node Lookup Queries,MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'}) RETURN c,"MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'}) 
RETURN c.ucoexNAME, c<-[:UCOEXATTRIBUTEDTO]-(g:UcoexGROUPS), c<-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK), c<-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE)",0,0,0.0,0.8525345622119815,0.4,0.5185185185185185,0.5714285714285715,0.2915369229944523,0.6474938840530239,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '[': expected
  ""(""
  ""-""
  ""ALL""
  ""ANY""
  ""CASE""
  ""COLLECT""
  ""COUNT""
  ""EXISTS""
  ""NONE""
  ""NORMALIZE""
  ""REDUCE""
  ""SINGLE""
  ""TRIM""
  ""\""""
  ""\'""
  ""allShortestPaths""
  ""null""
  ""shortestPath""
  <DECIMAL_DOUBLE>
  <UNSIGNED_DECIMAL_INTEGER>
  <UNSIGNED_HEX_INTEGER>
  <UNSIGNED_OCTAL_INTEGER>
  a parameter
  an identifier (line 2, column 24 (offset: 73))
""RETURN c.ucoexNAME, c<-[:UCOEXATTRIBUTEDTO]-(g:UcoexGROUPS), c<-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK), c<-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE)""
                        ^}"
What is the CPE for 'CVE-2021-44228'?,Relationship Traversal Queries,MATCH (v:UcoCVE {label: 'CVE-2021-44228'})-[:UCOEXHASCPE]->(c:UcoexCPE) RETURN c.cpeName,MATCH (c:UcoCVE {label: 'CVE-2021-44228'})-[:UCOEXHASCPE]->(cpe:UcoexCPE) RETURN cpe.uri,1,0,0.0,0.9471522453450165,0.7142857142857143,0.6923076923076923,0.8333333333333334,0.45258880078905583,0.8242644236620139,,
Which CVEs are associated with the CPE 'apache:log4j'?,Relationship Traversal Queries,MATCH (v:UcoCVE)-[:UCOEXHASCPE]->(c:UcoexCPE) WHERE c.cpeName CONTAINS 'apache:log4j' RETURN v.label,"MATCH (cpe:UcoexCPE {cpeName: ""apache:log4j""})-[:UCOEXHASCPE]->(cve:UcoCVE) RETURN cve.label",1,0,0.0,0.8464130434782609,0.6,0.5185185185185186,0.7500000000000001,0.0,0.7049771873322598,,
List all CVEs with 'CRITICAL' severity and their associated CPEs.,Relationship Traversal Queries,"MATCH (v:UcoCVE {ucobaseSeverity: 'CRITICAL'})-[:UCOEXHASCPE]->(c:UcoexCPE) RETURN v.label, c.cpeName","MATCH (c:UcoCVE {ucobaseSeverity: ""CRITICAL""})-[:UCOEXHASCPE]->(cpe:UcoexCPE) RETURN DISTINCT c.label, cpe.uri ORDER BY c.label ASC;",0,1,1.0,0.8615952220222022,0.5294117647058824,0.5625,0.6923076923076923,0.1712473044894657,0.7054676381099648,,
Find all CVEs requiring user interaction and their CPEs.,Relationship Traversal Queries,"MATCH (v:UcoCVE {ucouserInteractionRequired: 'True'})-[:UCOEXHASCPE]->(c:UcoexCPE) RETURN v.label, c.cpeName","Here is the Cypher query that answers your question:

MATCH (cve:UcoCVE)-[:UCOEXHASCPE]->(cpe:UcoexCPE) 
WHERE cve.ucouserInteractionRequired = 'true' 
RETURN DISTINCT cve.label AS cveId, cpe.uri AS cpeName",0,0,0.0,0.6654055581240047,0.3333333333333333,0.3333333333333333,0.5,0.0,0.49957963048577936,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query that answers your question:""
 ^}"
Show me up to 20 known CPEs that are linked to vulnerabilities which recorded in the database.,Relationship Traversal Queries,MATCH (v:UcoCVE)-[:UCOEXHASCPE]->(c:UcoexCPE) RETURN DISTINCT c.cpeName LIMIT 20,MATCH (v:UcoVulnerability)<-[:UCOHASVULNERABILITY]-(:UcoExploitTarget)-[:UCOEXHASCPE]->(cpe:UcoexCPE) RETURN DISTINCT cpe.uri LIMIT 20,1,0,0.0,0.8445243718118269,0.5,0.6153846153846153,0.6666666666666667,0.0,0.7088585512877029,,
What is the CVE ID for the vulnerability described as 'Apache Log4j RCE'?,Relationship Traversal Queries,MATCH (vuln:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE) WHERE vuln.ucosummary CONTAINS 'Apache Log4j RCE' RETURN cve.label,"MATCH (v:UcoVulnerability {ucosummary: ""Apache Log4j RCE""})-[:UCOHASCVE_ID]->(cve:UcoCVE) RETURN cve.label",0,1,1.0,0.8607844881523193,0.7333333333333333,0.6206896551724138,0.8461538461538461,0.0,0.7758759964928598,,
Get the vulnerability summary for 'CVE-2017-0144'.,Relationship Traversal Queries,MATCH (vuln:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE {label: 'CVE-2017-0144'}) RETURN vuln.ucosummary,MATCH (c:UcoCVE {label: 'CVE-2017-0144'})<-[:UCOEXHASCVE_ID]-(v:UcoVulnerability) RETURN v.ucosummary,1,0,0.0,0.9058084046054805,0.6428571428571429,0.6153846153846154,0.7826086956521738,0.3349531889697646,0.76793390521409,,
List vulnerabilities published in 2024 and their CVEs.,Relationship Traversal Queries,"MATCH (vuln:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE) WHERE vuln.ucopublishedDateTime STARTS WITH '2024' RETURN vuln.ucosummary, cve.label",MATCH (v:UcoVulnerability)-[:has]->(pubDate) WHERE pubDate.date().year = 2024 AND v - [:UCOHASCVE_ID] -> () RETURN DISTINCT v.ucosummary,0,0,0.0,0.8134819336539647,0.3333333333333333,0.35294117647058826,0.5,0.0,0.5554743700415177,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '[': expected ""+"" or ""-"" (line 1, column 87 (offset: 86))
""MATCH (v:UcoVulnerability)-[:has]->(pubDate) WHERE pubDate.date().year = 2024 AND v - [:UCOHASCVE_ID] -> () RETURN DISTINCT v.ucosummary""
                                                                                       ^}"
